Designation/Identification,Obstacle Type,Obstacle Position,Elevation AMSL,Height AGL,Obstacle Lighting,Revision Date,Remarks,Southern,Northern,Scotland,Sheet 1,Sheet 2,Sheet 3,Sheet 4,Sheet 5,Sheet 6,Sheet 7,Sheet 8,London Heli,Orkneys Inset,Shetland Inset
UK0171X021F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","540304.26N
0033135.56W",423 FT,423 FT,Unknown,10/1/2023,,,Yes,,,,,Yes,Yes,,,,,,
UK0171X022F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","540320.31N
0033206.49W",423 FT,423 FT,Unknown,10/1/2023,,,Yes,,,,,Yes,Yes,,,,,,
UK0171X024F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","540117.95N
0032920.01W",423 FT,423 FT,Yes,10/1/2023,,,Yes,,,,,Yes,Yes,,,,,,
UK0171X025F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","540134.01N
0032950.90W",423 FT,423 FT,Unknown,10/1/2023,,,Yes,,,,,Yes,Yes,,,,,,
UK0171Y280F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","544654.44N
0012622.96W",758 FT,328 FT,Unknown,10/11/2015,HIGH HASWELL W/F 1 OF 2,,Yes,,,,,Yes,,,,,,,
UK0171Y281F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","544644.07N
0012617.96W",814 FT,328 FT,Unknown,10/11/2015,HIGH HASWELL W/F 2 OF 2,,Yes,,,,,Yes,,,,,,,
UK0171X249F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","554826.02N
0033640.53W",1308 FT,351 FT,Unknown,27/8/2019,PATES HILL W/F 1OF7 L16,,Yes,Yes,Yes,Yes,,Yes,,,,,,,
UK0171X250F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","554825.26N
0033619.65W",1325 FT,351 FT,Unknown,21/1/2020,PATES HILL W/F 2OF7 L16,,Yes,Yes,Yes,Yes,,Yes,,,,,,,
UK0171X251F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","554831.80N
0033557.36W",1309 FT,351 FT,Unknown,21/1/2020,PATES HILL W/F 3OF7 L16,,Yes,Yes,Yes,Yes,,Yes,,,,,,,
UK0171X253F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","554840.79N
0033628.58W",1272 FT,351 FT,Unknown,21/1/2020,PATES HILL W/F 5OF7 L16,,Yes,Yes,Yes,Yes,,Yes,,,,,,,
UK0171X254F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","554847.97N
0033606.49W",1273 FT,351 FT,Unknown,21/1/2020,PATES HILL W/F 6OF7 L16,,Yes,Yes,Yes,Yes,,Yes,,,,,,,
UK0171W993F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","540147.73N
0032650.33W",423 FT,423 FT,Yes,10/1/2023,,,Yes,,,,,Yes,Yes,,,,,,
UK0171W995F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","540219.89N
0032752.10W",423 FT,423 FT,Yes,10/1/2023,,,Yes,,,,,Yes,Yes,,,,,,
UK0171W996F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","540235.96N
0032822.99W",423 FT,423 FT,Yes,10/1/2023,,,Yes,,,,,Yes,Yes,,,,,,
UK0171W998F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","540308.10N
0032924.83W",423 FT,423 FT,Yes,10/1/2023,,,Yes,,,,,Yes,Yes,,,,,,
UK0171W999F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","540324.17N
0032955.67W",423 FT,423 FT,Yes,10/1/2023,,,Yes,,,,,Yes,Yes,,,,,,
UK0150G955F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","572654.51N
0062909.37W",623 FT,331 FT,Unknown,30/1/2023,BEN AKETIL WFARM 2/2 L14,,,Yes,Yes,,,,,,,,,,
UK0150G956F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","572656.28N
0062927.05W",627 FT,331 FT,Unknown,30/1/2023,BEN AKETIL WFARM 1/2 L14,,,Yes,Yes,,,,,,,,,,
UK0171X170F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","555342.27N
0023212.37W",1361 FT,410 FT,Unknown,16/3/2020,CRYSTAL RIG EXT.2 13/51,,Yes,Yes,,Yes,,Yes,,,,,,,
UK0171X171F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","555346.96N
0023230.28W",1404 FT,410 FT,Unknown,16/3/2020,CRYSTAL RIG EXT 12/51,,Yes,Yes,,Yes,,Yes,,,,,,,
UK0171X173F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","555404.02N
0023220.70W",1401 FT,410 FT,Unknown,16/3/2020,CRYSTAL RIG EXT. 10 /51,,Yes,Yes,,Yes,,Yes,,,,,,,
UK0171X174F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","555353.78N
0023213.08W",1421 FT,361 FT,Unknown,16/3/2020,CRYSTAL RIG EXT.2 14/51,,Yes,Yes,,Yes,,Yes,,,,,,,
UK0171X176F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","555414.59N
0023153.93W",1388 FT,361 FT,Unknown,16/3/2020,CRYSTAL RIG EXT.2  16/51,,Yes,Yes,,Yes,,Yes,,,,,,,
UK0171X177F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","555502.73N
0023202.29W",1355 FT,361 FT,Unknown,16/3/2020,CRYSTAL RIG 2a  EXT. 1/9,,Yes,Yes,,Yes,,Yes,,,,,,,
UK0171X179F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","555449.87N
0023420.95W",1437 FT,361 FT,Unknown,16/3/2020,CRYSTAL RIG 2a  EXT. 4/9,,Yes,Yes,,Yes,,Yes,,,,,,,
UK0171X180F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","555434.28N
0023457.15W",1450 FT,361 FT,Unknown,16/3/2020,CRYSTAL RIG 2a  EXT. 5/9,,Yes,Yes,,Yes,,Yes,,,,,,,
UK0171X181F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","555352.06N
0023335.06W",1388 FT,410 FT,Unknown,16/3/2020,CRYSTAL RIG 2 EXT. 44/51,,Yes,Yes,,Yes,,Yes,,,,,,,
UK0171X183F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","555349.73N
0023420.62W",1450 FT,361 FT,Unknown,16/3/2020,CRYSTAL RIG 2 EXT. 51/51,,Yes,Yes,,Yes,,Yes,,,,,,,
UK0171X117F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","544020.95N
0012318.47W",689 FT,361 FT,Unknown,10/11/2015,BUTTERWICK MOOR4/10 L12,,Yes,,,,,Yes,,,,,,,
UK0171X118F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","544012.38N
0012319.21W",688 FT,361 FT,Unknown,10/11/2015,BUTTERWICK MOOR5/10 L12,,Yes,,,,,Yes,,,,,,,
UK0171X241F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","555359.38N
0023425.78W",1460 FT,361 FT,Unknown,16/3/2020,CRYSTAL RIG 2a EXT. 7/9,,Yes,Yes,,Yes,,Yes,,,,,,,
UK0171X242F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","555408.20N
0023430.18W",1483 FT,361 FT,Unknown,16/3/2020,CRYSTAL RIG 2a EXT. 8/9,,Yes,Yes,,Yes,,Yes,,,,,,,
UK18581757F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552631.73N
0033701.49W",1903 FT,410 FT,Unknown,26/7/2016,CLYDE CENTRAL W/F 69T,,Yes,Yes,,,,Yes,,,,,,,
UK18581760F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552608.36N
0033354.38W",1952 FT,410 FT,Unknown,8/4/2019,CLYDE CENTRAL W/F 69T,,Yes,Yes,,,,Yes,,,,,,,
UK18581762F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552553.31N
0033321.21W",1755 FT,410 FT,Unknown,26/7/2016,CLYDE CENTRAL W/F 69T,,Yes,Yes,,,,Yes,,,,,,,
UK18581765F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552614.91N
0033302.97W",1998 FT,410 FT,Unknown,8/4/2019,CLYDE CENTRAL W/F 69T,,Yes,Yes,,,,Yes,,,,,,,
UK18581768F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552601.54N
0033217.18W",2050 FT,410 FT,Unknown,8/4/2019,CLYDE CENTRAL W/F 69T,,Yes,Yes,,,,Yes,,,,,,,
UK0150G911F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","565012.95N
0022357.99W",1066 FT,328 FT,Unknown,4/10/2019,TULLO WINDFARM 2OF8 L14,,,Yes,,Yes,,,,,,,,,
UK0150G912F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","565021.01N
0022411.02W",1130 FT,328 FT,Unknown,4/10/2019,TULLO WINDFARM 3OF8 L14,,,Yes,,Yes,,,,,,,,,
UK0150G914F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","565014.75N
0022434.38W",1162 FT,328 FT,Unknown,4/10/2019,TULLO WINDFARM 5OF8 L14,,,Yes,,Yes,,,,,,,,,
UK0150G915F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","565005.85N
0022433.58W",1125 FT,328 FT,Unknown,4/10/2019,TULLO WINDFARM 6OF8 L14,,,Yes,,Yes,,,,,,,,,
UK0150G917F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","564955.70N
0022453.10W",1146 FT,328 FT,Unknown,4/10/2019,TULLO WINDFARM 8OF8 L14,,,Yes,,Yes,,,,,,,,,
UK0171X184F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","555353.55N
0023353.24W",1394 FT,410 FT,Unknown,16/3/2020,CRYSTAL RIG 2 EXT. 46/51,,Yes,Yes,,Yes,,Yes,,,,,,,
UK0171X186F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","555409.93N
0023412.85W",1450 FT,361 FT,Unknown,16/3/2020,CRYSTAL RIG 2 EXT. 50/51,,Yes,Yes,,Yes,,Yes,,,,,,,
UK0171X187F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","555406.52N
0023353.38W",1440 FT,410 FT,Unknown,16/3/2020,CRYSTAL RIG 2 EXT. 48/51,,Yes,Yes,,Yes,,Yes,,,,,,,
UK0171X189F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","555414.58N
0023340.02W",1384 FT,410 FT,Unknown,16/3/2020,CRYSTAL RIG 2 EXT. 36/51,,Yes,Yes,,Yes,,Yes,,,,,,,
UK0171X120F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","544017.99N
0012301.77W",682 FT,361 FT,Unknown,10/11/2015,BUTTERWICK MOOR7/10 L12,,Yes,,,,,Yes,,,,,,,
UK0171X121F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","544008.12N
0012307.39W",669 FT,361 FT,Unknown,10/11/2015,BUTTERWICK MOOR8/10 L12,,Yes,,,,,Yes,,,,,,,
UK0171X122F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","544025.34N
0012231.68W",697 FT,361 FT,Unknown,10/11/2015,BUTTERWICK MOOR9/10 L12,,Yes,,,,,Yes,,,,,,,
UK0171T435F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","540023.77N
0001640.91W",433 FT,410 FT,Unknown,5/1/2016,LISSETT  W/F10 OF 12 L11,,Yes,,,,,,,Yes,,,,,
UK0171X026F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","540150.08N
0033021.82W",423 FT,423 FT,Unknown,10/1/2023,,,Yes,,,,,Yes,Yes,,,,,,
UK0171X027F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","540206.13N
0033052.71W",423 FT,423 FT,Unknown,10/1/2023,,,Yes,,,,,Yes,Yes,,,,,,
UK0171X028F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","540222.20N
0033123.62W",423 FT,423 FT,Unknown,10/1/2023,,,Yes,,,,,Yes,Yes,,,,,,
UK0171X030F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","540254.31N
0033225.46W",423 FT,423 FT,Unknown,10/1/2023,,,Yes,,,,,Yes,Yes,,,,,,
UK0171X031F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","540310.36N
0033256.39W",423 FT,423 FT,Yes,10/1/2023,,,Yes,,,,,Yes,Yes,,,,,,
UK0171X033F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","540124.06N
0033040.80W",423 FT,423 FT,Unknown,10/1/2023,,,Yes,,,,,Yes,Yes,,,,,,
UK0171X034F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","540140.12N
0033111.70W",423 FT,423 FT,Unknown,10/1/2023,,,Yes,,,,,Yes,Yes,,,,,,
UK0171X036F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","540212.23N
0033213.52W",423 FT,423 FT,Unknown,10/1/2023,,,Yes,,,,,Yes,Yes,,,,,,
UK0171X037F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","540228.28N
0033244.42W",423 FT,423 FT,Unknown,10/1/2023,,,Yes,,,,,Yes,Yes,,,,,,
UK0171X039F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","540058.06N
0033059.79W",423 FT,423 FT,Yes,10/1/2023,,,Yes,,,,,Yes,Yes,,,,,,
UK0171X040F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","540114.12N
0033130.69W",423 FT,423 FT,Yes,10/1/2023,,,Yes,,,,,Yes,Yes,,,,,,
UK0171X042F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","540146.22N
0033232.49W",423 FT,423 FT,Yes,10/1/2023,,,Yes,,,,,Yes,Yes,,,,,,
UK0171X043F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","540202.27N
0033303.43W",423 FT,423 FT,Yes,10/1/2023,,,Yes,,,,,Yes,Yes,,,,,,
UK0171X044F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED OFF SHORE
Single","540218.32N
0033334.33W",423 FT,423 FT,Yes,10/1/2023,,,Yes,,,,,Yes,Yes,,,,,,
UK18608640F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","551416.25N
0033318.76W",1672 FT,399 FT,Unknown,26/7/2016,HARESTANES W/F B-17/71,,Yes,,,,,Yes,,,,,,,
UK0171X201F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","555424.69N
0023334.74W",1378 FT,410 FT,Unknown,16/3/2020,CRYSTAL RIG2 EXT. 29/51,,Yes,Yes,,Yes,,Yes,,,,,,,
UK0171X202F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","555419.21N
0023319.29W",1394 FT,410 FT,Unknown,16/3/2020,CRYSTAL RIG2 EXT. 35/51,,Yes,Yes,,Yes,,Yes,,,,,,,
UK0171X204F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","555416.93N
0023300.79W",1378 FT,410 FT,Unknown,16/3/2020,CRYSTAL RIG2 EXT. 26/51,,Yes,Yes,,Yes,,Yes,,,,,,,
UK0171X205F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","555430.10N
0023317.60W",1378 FT,410 FT,Unknown,16/3/2020,CRYSTAL RIG2 EXT. 28/51,,Yes,Yes,,Yes,,Yes,,,,,,,
UK0171X207F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","555454.50N
0023335.17W",1420 FT,410 FT,Unknown,16/3/2020,CRYSTAL RIG2 EXT. 31/51,,Yes,Yes,,Yes,,Yes,,,,,,,
UK0171X190F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","555416.64N
0023358.41W",1453 FT,410 FT,Unknown,16/3/2020,CRYSTAL RIG 2 EXT. 37/51,,Yes,Yes,,Yes,,Yes,,,,,,,
UK0171X191F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","555417.61N
0023428.01W",1470 FT,361 FT,Unknown,16/3/2020,CRYSTAL RIG 2 EXT. 40/51,,Yes,Yes,,Yes,,Yes,,,,,,,
UK0171X192F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","555427.69N
0023421.47W",1444 FT,361 FT,Unknown,16/3/2020,CRYSTAL RIG 2 EXT. 39/51,,Yes,Yes,,Yes,,Yes,,,,,,,
UK0171X194F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","555439.69N
0023421.13W",1443 FT,410 FT,Unknown,16/3/2020,CRYSTAL RIG 2 EXT. 41/51,,Yes,Yes,,Yes,,Yes,,,,,,,
UK0171X195F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","555434.80N
0023407.22W",1430 FT,410 FT,Unknown,16/3/2020,CRYSTAL RIG 2 EXT. 42/51,,Yes,Yes,,Yes,,Yes,,,,,,,
UK0171X197F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","555455.18N
0023356.60W",1417 FT,361 FT,Unknown,16/3/2020,CRYSTAL RIG 2 EXT. 33/51,,Yes,Yes,,Yes,,Yes,,,,,,,
UK0171X198F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","555446.27N
0023346.77W",1404 FT,361 FT,Unknown,16/3/2020,CRYSTAL RIG 2 EXT. 32/51,,Yes,Yes,,Yes,,Yes,,,,,,,
UK0171X200F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","555426.63N
0023353.52W",1401 FT,410 FT,Unknown,16/3/2020,CRYSTAL RIG 2 EXT. 38/51,,Yes,Yes,,Yes,,Yes,,,,,,,
UK0171X208F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","555503.19N
0023345.61W",1368 FT,361 FT,Unknown,16/3/2020,CRYSTAL RIG2 EXT. 24/51,,Yes,Yes,,Yes,,Yes,,,,,,,
UK0171X210F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","555454.54N
0023312.34W",1358 FT,361 FT,Unknown,16/3/2020,CRYSTAL RIG2 EXT. 22/51,,Yes,Yes,,Yes,,Yes,,,,,,,
UK0171X211F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","555444.80N
0023306.74W",1362 FT,361 FT,Unknown,16/3/2020,CRYSTAL RIG2 EXT. 21/51,,Yes,Yes,,Yes,,Yes,,,,,,,
UK0171X212F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","555454.79N
0023248.34W",1414 FT,361 FT,Unknown,16/3/2020,CRYSTAL RIG2 EXT. 5/51,,Yes,Yes,,Yes,,Yes,,,,,,,
UK0171X214F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","555434.41N
0023259.64W",1371 FT,361 FT,Unknown,16/3/2020,CRYSTAL RIG2 EXT. 20/51,,Yes,Yes,,Yes,,Yes,,,,,,,
UK0171X215F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","555428.89N
0023243.47W",1352 FT,361 FT,Unknown,16/3/2020,CRYSTAL RIG2 EXT. 19/51,,Yes,Yes,,Yes,,Yes,,,,,,,
UK0171X217F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","555447.36N
0023229.93W",1401 FT,361 FT,Unknown,16/3/2020,CRYSTAL RIG2 EXT. 17/51,,Yes,Yes,,Yes,,Yes,,,,,,,
UK0171X218F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","555507.68N
0023230.03W",1378 FT,361 FT,Unknown,16/3/2020,CRYSTAL RIG2a EXT. 2/9,,Yes,Yes,,Yes,,Yes,,,,,,,
UK0150G935F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","561250.36N
0034635.46W",1906 FT,328 FT,Unknown,26/7/2016,BURNFOOT W/F 1OF13  L14,,,Yes,Yes,Yes,,Yes,,,,,,,
UK0150G936F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","561249.51N
0034617.89W",1919 FT,328 FT,Unknown,26/7/2016,BURNFOOT W/F 2OF13  L14,,,Yes,Yes,Yes,,Yes,,,,,,,
UK0150G938F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","561235.21N
0034613.52W",2001 FT,328 FT,Unknown,26/7/2016,BURNFOOT W/F 4OF13  L14,,,Yes,Yes,Yes,,Yes,,,,,,,
UK0150G939F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","561227.86N
0034631.75W",2012 FT,328 FT,Unknown,26/7/2016,BURNFOOT W/F 5OF13  L14,,,Yes,Yes,Yes,,Yes,,,,,,,
UK0150G941F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","561224.00N
0034616.89W",2067 FT,328 FT,Unknown,26/7/2016,BURNFOOT W/F 7OF13  L14,,,Yes,Yes,Yes,,Yes,,,,,,,
UK0171X114F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","544014.41N
0012350.05W",676 FT,361 FT,Unknown,10/11/2015,BUTTERWICK MOOR1/10 L12,,Yes,,,,,Yes,,,,,,,
UK0171X115F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","544021.23N
0012335.99W",679 FT,361 FT,Unknown,10/11/2015,BUTTERWICK MOOR2/10 L12,,Yes,,,,,Yes,,,,,,,
UK0171X116F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","544029.66N
0012313.09W",689 FT,361 FT,Unknown,10/11/2015,BUTTERWICK MOOR3/10 L12,,Yes,,,,,Yes,,,,,,,
UK0172G433F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","543843.39N
0074743.52W",925 FT,328 FT,Unknown,26/7/2016,CRIGSHANE W/F 5OF14 L19,,Yes,,,,Yes,,,,,,,,
UK0172G437F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","543833.03N
0074755.17W",964 FT,328 FT,Unknown,26/7/2016,CRIGSHANE W/F 9OF14 L19,,Yes,,,,Yes,,,,,,,,
UK0172G440F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","543817.42N
0074738.91W",1017 FT,328 FT,Unknown,26/7/2016,CRIGSHANE W/F 12OF14 L19,,Yes,,,,Yes,,,,,,,,
UK0171X220F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","555428.38N
0023208.39W",1351 FT,410 FT,Unknown,16/3/2020,CRYSTAL RIG2 EXT. 8/51,,Yes,Yes,,Yes,,Yes,,,,,,,
UK0171X222F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","555441.24N
0023148.56W",1371 FT,361 FT,Unknown,16/3/2020,CRYSTAL RIG2 EXT. 3/51,,Yes,Yes,,Yes,,Yes,,,,,,,
UK0171X223F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","555450.03N
0023158.78W",1394 FT,410 FT,Unknown,16/3/2020,CRYSTAL RIG2 EXT. 1/51,,Yes,Yes,,Yes,,Yes,,,,,,,
UK0171X225F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","555439.20N
0023128.53W",1411 FT,361 FT,Unknown,16/3/2020,CRYSTAL RIG2 EXT. 4/51,,Yes,Yes,,Yes,,Yes,,,,,,,
UK0150G942F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","561219.55N
0034557.94W",2264 FT,328 FT,Unknown,26/7/2016,BURNFOOT W/F 8OF13  L14,,,Yes,Yes,Yes,,Yes,,,,,,,
UK0150G943F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","561219.18N
0034538.77W",1968 FT,328 FT,Unknown,26/7/2016,BURNFOOT W/F 9OF13  L14,,,Yes,Yes,Yes,,Yes,,,,,,,
UK0150G944F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","561208.66N
0034619.90W",2149 FT,328 FT,Unknown,26/7/2016,BURNFOOT W/F 10OF13  L14,,,Yes,Yes,Yes,,Yes,,,,,,,
UK0150G946F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","561200.15N
0034608.19W",2165 FT,328 FT,Unknown,26/7/2016,BURNFOOT W/F 12OF13  L14,,,Yes,Yes,Yes,,Yes,,,,,,,
UK0150G947F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","561156.53N
0034552.53W",2175 FT,328 FT,Unknown,26/7/2016,BURNFOOT W/F 13OF13  L14,,Yes,Yes,Yes,Yes,,Yes,,,,,,,
UK0171X245F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","550605.19N
0013728.05W",621 FT,409 FT,No,10/10/2019,,,Yes,,,,,Yes,,,,,,,
UK0171X256F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552302.04N
0033553.12W",2076 FT,410 FT,Unknown,8/4/2019,CLYDE SOUTH W/F 56T,,Yes,,,,,Yes,,,,,,,
UK0171X258F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552336.77N
0033619.71W",1886 FT,410 FT,Unknown,8/4/2019,CLYDE SOUTH W/F 56T,,Yes,,,,,Yes,,,,,,,
UK0171X259F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","552410.23N
0033710.90W",1663 FT,410 FT,Unknown,8/4/2019,CLYDE SOUTH W/F 56T,,Yes,,,,,Yes,,,,,,,
UK18581831F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","553126.37N
0033616.94W",1985 FT,410 FT,Unknown,26/7/2016,CLYDE NORTH W/F 27T,,Yes,Yes,,,,Yes,,,,,,,
UK18581833F,"WINDMOTOR/ WIND POWERED GENERATOR-LOCATED ON LAND
Single","553006.39N
0033756.06W",2137 FT,410 FT,Unknown,1/10/2018,CLYDE NORTH W/F 27T,,Yes,Yes,,,,Yes,,,,,,,
